"Subject","Shape","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","Response","RT_ms","RT_sec","ACC"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","793.16","0.79316","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1013.77","1.01377","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","907.765","0.907765","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","664.35","0.66435","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","778.175","0.778175","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","762.685","0.762685","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","560.83","0.56083","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","629.395","0.629395","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","894.375","0.894375","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1340.655","1.340655","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","775.415","0.775415","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","524.705","0.524705","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","792.82","0.79282","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","959.985","0.959985","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1277.065","1.277065","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","947.64","0.94764","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","610.24","0.61024","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","960.72","0.96072","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","592.405","0.592405","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","595.685","0.595685","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","614.855","0.614855","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1141.35","1.14135","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1127.665","1.127665","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1093.255","1.093255","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1130.18","1.13018","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1149.615","1.149615","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1191.52","1.19152","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","963.81","0.96381","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1064.765","1.064765","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","725.665","0.725665","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","662.56","0.66256","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","878.67","0.87867","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","907.03","0.90703","0"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1100.255","1.100255","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","946.57","0.94657","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","944.345","0.944345","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","678.705","0.678705","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1024.69","1.02469","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1193.77","1.19377","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1232.12","1.23212","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","974.12","0.97412","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","959.285","0.959285","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","875.41","0.87541","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","739.97","0.73997","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","842.76","0.84276","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1077.34","1.07734","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","722.39","0.72239","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","726.395","0.726395","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","793.165","0.793165","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","643.925","0.643925","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","962.865","0.962865","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","662.1","0.6621","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1149.23","1.14923","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1059.61","1.05961","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","1430.06","1.43006","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","683.64","0.68364","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","692.49","0.69249","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","639.955","0.639955","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","978.61","0.97861","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","630.66","0.63066","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","975.72","0.97572","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1291.105","1.291105","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1174.605","1.174605","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1380.66","1.38066","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","908.575","0.908575","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","895.17","0.89517","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","996.65","0.99665","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1377.255","1.377255","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","828.72","0.82872","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","l","1075.005","1.075005","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","997.14","0.99714","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1438.6","1.4386","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","691.02","0.69102","0"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1011.545","1.011545","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","792.47","0.79247","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1481.415","1.481415","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","829.92","0.82992","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1383.725","1.383725","1"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","675.375","0.675375","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","l","1196.23","1.19623","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1441.635","1.441635","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1094.95","1.09495","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1130.185","1.130185","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1211.695","1.211695","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","1048.04","1.04804","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","926.425","0.926425","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","858.325","0.858325","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1025.755","1.025755","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","a","940.675","0.940675","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","877.275","0.877275","1"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","744.545","0.744545","1"
"EA99","stranger-related","self-matching","Matching","stranger-related","Stranger","Stranger","Symmetry","l","1394.63","1.39463","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","a","1147.975","1.147975","0"
"EA99","self-related","self-matching","Nonmatching","self-related","Self","Self","Symmetry","a","1395.555","1.395555","0"
"EA99","stranger-related","self-matching","Nonmatching","stranger-related","Stranger","Stranger","Symmetry","l","1328.18","1.32818","1"
"EA99","self-related","self-matching","Matching","self-related","Self","Self","Symmetry","a","892.29","0.89229","1"
