"Subject","Block","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","801","0.801","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","804","0.804","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","749","0.749","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","751","0.751","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","541","0.541","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","541","0.541","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","924","0.924","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","936","0.936","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","600","0.6","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","700","0.7","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","531","0.531","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","561","0.561","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","737","0.737","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","753","0.753","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","541","0.541","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","700","0.7","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1033","1.033","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","841","0.841","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","739","0.739","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","1051","1.051","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","693","0.693","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","758","0.758","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","940","0.94","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","971","0.971","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","812","0.812","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","716","0.716","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","585","0.585","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","524","0.524","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","460","0.46","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","725","0.725","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1150","1.15","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","852","0.852","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","680","0.68","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","735","0.735","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","676","0.676","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","766","0.766","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","1161","1.161","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","580","0.58","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1132","1.132","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","819","0.819","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","948","0.948","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","969","0.969","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","751","0.751","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","723","0.723","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","524","0.524","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","510","0.51","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","737","0.737","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","544","0.544","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","530","0.53","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","671","0.671","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","777","0.777","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","636","0.636","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","700","0.7","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","823","0.823","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","559","0.559","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","791","0.791","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","679","0.679","1"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","598","0.598","0"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","623","0.623","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","704","0.704","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1186","1.186","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","982","0.982","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","673","0.673","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","601","0.601","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","763","0.763","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","1138","1.138","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","706","0.706","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","854","0.854","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","658","0.658","0"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","721","0.721","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","693","0.693","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","639","0.639","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","674","0.674","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","577","0.577","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","824","0.824","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","819","0.819","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","696","0.696","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","622","0.622","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","677","0.677","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","747","0.747","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","866","0.866","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","640","0.64","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","884","0.884","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1073","1.073","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","922","0.922","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","1028","1.028","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","517","0.517","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","609","0.609","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","478","0.478","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","509","0.509","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","808","0.808","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","867","0.867","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","618","0.618","0"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","734","0.734","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","634","0.634","1"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","751","0.751","0"
"20","2","Self","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","Friend","432","0.432","0"
"20","2","Self","Self","self-matching","Matching","Self","Self","Self","Self","Self","Self","Friend","985","0.985","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","486","0.486","0"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","571","0.571","1"
"20","2","Friend","Self","self-matching","Nonmatching","Self","Self","Self","Friend","Friend","Close","Friend","470","0.47","1"
"20","2","Friend","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","Friend","530","0.53","1"
