"Subject","Trial","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","RT_ms","RT_sec","ACC"
"14","19","self-matching","Nonmatching","Ich","Self","Self","607","0.607","1"
"14","20","self-matching","Matching","Fremder","Stranger","Stranger","660","0.66","1"
"14","21","self-matching","Nonmatching","Ich","Self","Self","662","0.662","1"
"14","22","self-matching","Matching","Ich","Self","Self","520","0.52","1"
"14","23","self-matching","Matching","Fremder","Stranger","Stranger","599","0.599","1"
"14","24","self-matching","Nonmatching","Fremder","Stranger","Stranger","949","0.949","1"
"14","25","self-matching","Nonmatching","Ich","Self","Self","688","0.688","1"
"14","26","self-matching","Matching","Ich","Self","Self","564","0.564","1"
"14","27","self-matching","Matching","Fremder","Stranger","Stranger","604","0.604","1"
"14","28","self-matching","Nonmatching","Fremder","Stranger","Stranger","538","0.538","1"
"14","29","self-matching","Nonmatching","Ich","Self","Self","525","0.525","1"
"14","30","self-matching","Nonmatching","Fremder","Stranger","Stranger","659","0.659","1"
"14","31","self-matching","Matching","Fremder","Stranger","Stranger","429","0.429","1"
"14","32","self-matching","Matching","Ich","Self","Self","557","0.557","0"
"14","33","self-matching","Matching","Fremder","Stranger","Stranger","550","0.55","1"
"14","34","self-matching","Nonmatching","Fremder","Stranger","Stranger","646","0.646","1"
"14","35","self-matching","Nonmatching","Ich","Self","Self","756","0.756","1"
"14","36","self-matching","Matching","Ich","Self","Self","569","0.569","1"
"14","37","self-matching","Matching","Ich","Self","Self","658","0.658","1"
"14","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","677","0.677","1"
"14","39","self-matching","Matching","Fremder","Stranger","Stranger","717","0.717","1"
"14","40","self-matching","Nonmatching","Ich","Self","Self","570","0.57","1"
"14","41","self-matching","Nonmatching","Fremder","Stranger","Stranger","822","0.822","1"
"14","42","self-matching","Matching","Fremder","Stranger","Stranger","565","0.565","1"
"14","43","self-matching","Nonmatching","Ich","Self","Self","579","0.579","1"
"14","44","self-matching","Matching","Ich","Self","Self","708","0.708","1"
"14","45","self-matching","Nonmatching","Fremder","Stranger","Stranger","582","0.582","1"
"14","46","self-matching","Nonmatching","Ich","Self","Self","633","0.633","1"
"14","47","self-matching","Matching","Fremder","Stranger","Stranger","499","0.499","1"
"14","48","self-matching","Matching","Ich","Self","Self","659","0.659","1"
"14","49","self-matching","Matching","Ich","Self","Self","521","0.521","1"
"14","50","self-matching","Matching","Fremder","Stranger","Stranger","678","0.678","1"
"14","51","self-matching","Nonmatching","Fremder","Stranger","Stranger","515","0.515","1"
"14","52","self-matching","Nonmatching","Ich","Self","Self","794","0.794","1"
"14","53","self-matching","Matching","Ich","Self","Self","1168","1.168","0"
"14","54","self-matching","Nonmatching","Fremder","Stranger","Stranger","654","0.654","1"
"14","55","self-matching","Nonmatching","Ich","Self","Self","932","0.932","1"
"14","56","self-matching","Matching","Fremder","Stranger","Stranger","431","0.431","1"
"14","57","self-matching","Nonmatching","Fremder","Stranger","Stranger","626","0.626","1"
"14","58","self-matching","Nonmatching","Ich","Self","Self","828","0.828","1"
"14","59","self-matching","Matching","Ich","Self","Self","673","0.673","1"
"14","60","self-matching","Matching","Fremder","Stranger","Stranger","959","0.959","1"
"14","61","self-matching","Nonmatching","Fremder","Stranger","Stranger","631","0.631","1"
"14","62","self-matching","Matching","Fremder","Stranger","Stranger","624","0.624","1"
"14","63","self-matching","Matching","Ich","Self","Self","1073","1.073","0"
"14","64","self-matching","Nonmatching","Ich","Self","Self","698","0.698","1"
"14","65","self-matching","Matching","Ich","Self","Self","649","0.649","1"
"14","66","self-matching","Matching","Fremder","Stranger","Stranger","613","0.613","1"
"14","67","self-matching","Nonmatching","Ich","Self","Self","678","0.678","1"
"14","68","self-matching","Nonmatching","Fremder","Stranger","Stranger","575","0.575","1"
"14","69","self-matching","Nonmatching","Ich","Self","Self","604","0.604","1"
"14","70","self-matching","Matching","Fremder","Stranger","Stranger","692","0.692","1"
"14","71","self-matching","Nonmatching","Fremder","Stranger","Stranger","530","0.53","1"
"14","72","self-matching","Matching","Ich","Self","Self","901","0.901","1"
"14","73","self-matching","Matching","Ich","Self","Self","605","0.605","1"
"14","74","self-matching","Matching","Fremder","Stranger","Stranger","754","0.754","1"
"14","75","self-matching","Nonmatching","Ich","Self","Self","730","0.73","1"
"14","76","self-matching","Nonmatching","Fremder","Stranger","Stranger","803","0.803","1"
"14","77","self-matching","Matching","Fremder","Stranger","Stranger","665","0.665","1"
"14","78","self-matching","Nonmatching","Ich","Self","Self","1215","1.215","1"
"14","79","self-matching","Nonmatching","Fremder","Stranger","Stranger","864","0.864","1"
"14","80","self-matching","Matching","Ich","Self","Self","828","0.828","1"
"14","81","self-matching","Nonmatching","Fremder","Stranger","Stranger","735","0.735","1"
"14","82","self-matching","Matching","Ich","Self","Self","423","0.423","1"
"14","83","self-matching","Matching","Fremder","Stranger","Stranger","511","0.511","1"
"14","84","self-matching","Nonmatching","Ich","Self","Self","806","0.806","1"
"14","85","self-matching","Nonmatching","Ich","Self","Self","820","0.82","1"
"14","86","self-matching","Matching","Ich","Self","Self","690","0.69","1"
"14","87","self-matching","Matching","Fremder","Stranger","Stranger","1784","1.784","1"
"14","88","self-matching","Nonmatching","Fremder","Stranger","Stranger","1166","1.166","1"
"14","89","self-matching","Matching","Fremder","Stranger","Stranger","740","0.74","1"
"14","90","self-matching","Matching","Ich","Self","Self","707","0.707","1"
"14","91","self-matching","Nonmatching","Fremder","Stranger","Stranger","1761","1.761","1"
"14","92","self-matching","Nonmatching","Ich","Self","Self","1144","1.144","1"
"14","93","self-matching","Nonmatching","Fremder","Stranger","Stranger","718","0.718","0"
"14","94","self-matching","Matching","Fremder","Stranger","Stranger","437","0.437","1"
"14","95","self-matching","Nonmatching","Ich","Self","Self","498","0.498","1"
"14","96","self-matching","Matching","Ich","Self","Self","488","0.488","1"
"14","97","self-matching","Matching","Fremder","Stranger","Stranger","437","0.437","1"
"14","98","self-matching","Nonmatching","Ich","Self","Self","509","0.509","1"
"14","99","self-matching","Nonmatching","Fremder","Stranger","Stranger","493","0.493","1"
"14","100","self-matching","Matching","Ich","Self","Self","486","0.486","1"
"14","101","self-matching","Matching","Fremder","Stranger","Stranger","473","0.473","1"
"14","102","self-matching","Nonmatching","Fremder","Stranger","Stranger","529","0.529","1"
"14","103","self-matching","Matching","Ich","Self","Self","576","0.576","1"
"14","104","self-matching","Nonmatching","Ich","Self","Self","566","0.566","1"
"14","105","self-matching","Matching","Ich","Self","Self","530","0.53","1"
"14","106","self-matching","Matching","Fremder","Stranger","Stranger","536","0.536","1"
"14","107","self-matching","Nonmatching","Fremder","Stranger","Stranger","612","0.612","1"
"14","108","self-matching","Nonmatching","Ich","Self","Self","713","0.713","1"
"14","109","self-matching","Nonmatching","Fremder","Stranger","Stranger","680","0.68","1"
"14","110","self-matching","Matching","Ich","Self","Self","728","0.728","1"
"14","111","self-matching","Matching","Fremder","Stranger","Stranger","599","0.599","1"
"14","112","self-matching","Nonmatching","Ich","Self","Self","632","0.632","1"
"14","113","self-matching","Matching","Ich","Self","Self","628","0.628","0"
"14","114","self-matching","Matching","Fremder","Stranger","Stranger","411","0.411","1"
"14","115","self-matching","Nonmatching","Ich","Self","Self","523","0.523","1"
"14","116","self-matching","Nonmatching","Fremder","Stranger","Stranger","486","0.486","1"
"14","117","self-matching","Nonmatching","Ich","Self","Self","399","0.399","1"
"14","118","self-matching","Nonmatching","Fremder","Stranger","Stranger","503","0.503","1"
"14","119","self-matching","Matching","Ich","Self","Self","642","0.642","1"
"14","120","self-matching","Matching","Fremder","Stranger","Stranger","511","0.511","1"
"14","121","self-matching","Nonmatching","Fremder","Stranger","Stranger","635","0.635","1"
"14","122","self-matching","Nonmatching","Ich","Self","Self","936","0.936","1"
"14","123","self-matching","Matching","Ich","Self","Self","845","0.845","1"
"14","124","self-matching","Matching","Fremder","Stranger","Stranger","640","0.64","1"
"14","125","self-matching","Nonmatching","Ich","Self","Self","562","0.562","1"
"14","126","self-matching","Nonmatching","Fremder","Stranger","Stranger","480","0.48","1"
"14","127","self-matching","Matching","Fremder","Stranger","Stranger","623","0.623","1"
"14","128","self-matching","Matching","Ich","Self","Self","2517","2.517","1"
"15","1","self-matching","Nonmatching","Ich","Self","Self","804","0.804","1"
"15","2","self-matching","Matching","Fremder","Stranger","Stranger","926","0.926","1"
"15","3","self-matching","Matching","Ich","Self","Self","594","0.594","1"
"15","4","self-matching","Nonmatching","Fremder","Stranger","Stranger","588","0.588","1"
"15","5","self-matching","Nonmatching","Ich","Self","Self","716","0.716","1"
"15","6","self-matching","Nonmatching","Fremder","Stranger","Stranger","505","0.505","1"
"15","7","self-matching","Matching","Ich","Self","Self","475","0.475","1"
"15","8","self-matching","Matching","Fremder","Stranger","Stranger","353","0.353","1"
"15","9","self-matching","Matching","Fremder","Stranger","Stranger","484","0.484","1"
"15","10","self-matching","Nonmatching","Ich","Self","Self","632","0.632","1"
"15","11","self-matching","Nonmatching","Fremder","Stranger","Stranger","545","0.545","1"
"15","12","self-matching","Matching","Ich","Self","Self","480","0.48","1"
"15","13","self-matching","Matching","Fremder","Stranger","Stranger","433","0.433","1"
"15","14","self-matching","Matching","Ich","Self","Self","564","0.564","1"
"15","15","self-matching","Nonmatching","Ich","Self","Self","745","0.745","1"
"15","16","self-matching","Nonmatching","Fremder","Stranger","Stranger","732","0.732","1"
"15","17","self-matching","Matching","Fremder","Stranger","Stranger","356","0.356","1"
"15","18","self-matching","Matching","Ich","Self","Self","584","0.584","1"
"15","19","self-matching","Nonmatching","Fremder","Stranger","Stranger","653","0.653","1"
"15","20","self-matching","Nonmatching","Ich","Self","Self","601","0.601","1"
"15","21","self-matching","Nonmatching","Fremder","Stranger","Stranger","564","0.564","1"
"15","22","self-matching","Matching","Ich","Self","Self","505","0.505","1"
"15","23","self-matching","Nonmatching","Ich","Self","Self","518","0.518","1"
"15","24","self-matching","Matching","Fremder","Stranger","Stranger","563","0.563","1"
"15","25","self-matching","Nonmatching","Fremder","Stranger","Stranger","438","0.438","1"
"15","26","self-matching","Matching","Ich","Self","Self","851","0.851","1"
"15","27","self-matching","Matching","Fremder","Stranger","Stranger","607","0.607","0"
"15","28","self-matching","Nonmatching","Ich","Self","Self","645","0.645","1"
"15","29","self-matching","Nonmatching","Ich","Self","Self","489","0.489","1"
"15","30","self-matching","Matching","Fremder","Stranger","Stranger","475","0.475","1"
"15","31","self-matching","Matching","Ich","Self","Self","324","0.324","1"
"15","32","self-matching","Nonmatching","Fremder","Stranger","Stranger","517","0.517","1"
"15","33","self-matching","Nonmatching","Ich","Self","Self","603","0.603","1"
"15","34","self-matching","Nonmatching","Fremder","Stranger","Stranger","575","0.575","1"
"15","35","self-matching","Matching","Ich","Self","Self","535","0.535","1"
"15","36","self-matching","Matching","Fremder","Stranger","Stranger","758","0.758","1"
"15","37","self-matching","Nonmatching","Ich","Self","Self","543","0.543","1"
"15","38","self-matching","Nonmatching","Fremder","Stranger","Stranger","414","0.414","1"
"15","39","self-matching","Matching","Fremder","Stranger","Stranger","414","0.414","1"
"15","40","self-matching","Matching","Ich","Self","Self","396","0.396","1"
"15","41","self-matching","Matching","Fremder","Stranger","Stranger","653","0.653","1"
"15","42","self-matching","Nonmatching","Ich","Self","Self","470","0.47","1"
"15","43","self-matching","Matching","Ich","Self","Self","517","0.517","1"
"15","44","self-matching","Nonmatching","Fremder","Stranger","Stranger","573","0.573","1"
"15","45","self-matching","Nonmatching","Fremder","Stranger","Stranger","391","0.391","1"
"15","46","self-matching","Matching","Fremder","Stranger","Stranger","622","0.622","1"
"15","47","self-matching","Matching","Ich","Self","Self","315","0.315","1"
"15","48","self-matching","Nonmatching","Ich","Self","Self","378","0.378","1"
"15","49","self-matching","Matching","Fremder","Stranger","Stranger","736","0.736","1"
"15","50","self-matching","Nonmatching","Fremder","Stranger","Stranger","398","0.398","1"
"15","51","self-matching","Matching","Ich","Self","Self","402","0.402","1"
"15","52","self-matching","Nonmatching","Ich","Self","Self","445","0.445","1"
"15","53","self-matching","Matching","Ich","Self","Self","511","0.511","1"
"15","54","self-matching","Nonmatching","Fremder","Stranger","Stranger","463","0.463","1"
"15","55","self-matching","Nonmatching","Ich","Self","Self","492","0.492","1"
"15","56","self-matching","Matching","Fremder","Stranger","Stranger","473","0.473","1"
"15","57","self-matching","Nonmatching","Ich","Self","Self","625","0.625","1"
"15","58","self-matching","Matching","Ich","Self","Self","474","0.474","1"
"15","59","self-matching","Nonmatching","Fremder","Stranger","Stranger","612","0.612","1"
"15","60","self-matching","Matching","Fremder","Stranger","Stranger","396","0.396","1"
