"Subject","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC","Face"
"98","35","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1190.3","1.1903","1","m33"
"98","36","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1130.3","1.1303","1","f15"
"98","37","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","874.8","0.8748","1","f4"
"98","38","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","1083.3","1.0833","0","f27"
"98","39","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1224.2","1.2242","1","f27"
"98","40","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1115.4","1.1154","1","f18"
"98","41","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1973.3","1.9733","0","f27"
"98","42","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","2633.8","2.6338","1","m35"
"98","43","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1318.8","1.3188","1","f18"
"98","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","2086.3","2.0863","1","f15"
"98","45","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1750.5","1.7505","1","f15"
"98","46","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1344.4","1.3444","1","m38"
"98","47","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1455.9","1.4559","1","m33"
"98","48","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1510.9","1.5109","1","m34"
"98","49","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1257.2","1.2572","1","f18"
"98","50","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1341.5","1.3415","1","m34"
"98","51","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1558.4","1.5584","1","m33"
"98","52","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1319.7","1.3197","1","m35"
"98","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1244.7","1.2447","1","m34"
"98","54","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1432.2","1.4322","1","m34"
"98","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1277.5","1.2775","1","m38"
"98","56","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1771.4","1.7714","1","m34"
"98","57","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2367","2.367","0","f4"
"98","58","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1774.2","1.7742","1","f18"
"98","59","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","4670.8","4.6708","1","m34"
"98","60","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","2167.9","2.1679","0","m34"
"98","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","3891.3","3.8913","0","f27"
"98","62","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","3404","3.404","1","f27"
"98","63","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1785.4","1.7854","1","m35"
"98","64","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1600.4","1.6004","1","f15"
"99","1","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1645.4","1.6454","1","f15"
"99","2","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","887.3","0.8873","1","m38"
"99","3","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","751.3","0.7513","1","m38"
"99","4","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","875.3","0.8753","1","f15"
"99","5","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","852.2","0.8522","1","m34"
"99","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1618.2","1.6182","0","f15"
"99","7","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1861.7","1.8617","1","f18"
"99","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","924.5","0.9245","1","f27"
"99","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","954.8","0.9548","1","m34"
"99","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","719","0.719","1","f18"
"99","11","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1413.8","1.4138","1","m38"
"99","12","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","left","3324.3","3.3243","0","f4"
"99","13","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","533.8","0.5338","1","f15"
"99","14","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","745.2","0.7452","1","f18"
"99","15","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1077.8","1.0778","1","f18"
"99","16","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1219.2","1.2192","1","m38"
"99","17","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1197.3","1.1973","1","m35"
"99","18","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","657.5","0.6575","1","f18"
"99","19","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1401","1.401","1","m33"
"99","20","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","790.8","0.7908","1","m35"
"99","21","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1305.5","1.3055","0","m35"
"99","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","703.4","0.7034","1","m35"
"99","23","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2663","2.663","1","f4"
"99","24","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","388.1","0.3881","1","m33"
"99","25","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","501.7","0.5017","1","m33"
"99","26","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","849.3","0.8493","1","m38"
"99","27","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","564.8","0.5648","1","f27"
"99","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1012.7","1.0127","1","f27"
"99","29","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","657.8","0.6578","1","m34"
"99","30","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1783.2","1.7832","1","m33"
"99","31","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1150.7","1.1507","1","f15"
"99","32","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1173.4","1.1734","1","f18"
"99","33","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1059","1.059","1","m34"
"99","34","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1215","1.215","1","m38"
"99","35","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","572.3","0.5723","1","m33"
"99","36","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","950","0.95","1","f4"
"99","37","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","578.9","0.5789","1","f4"
"99","38","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","556.6","0.5566","1","f27"
"99","39","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","1412.2","1.4122","1","f4"
"99","40","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","403.4","0.4034","1","m33"
"99","41","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","563.6","0.5636","1","m35"
"99","42","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1202","1.202","1","m35"
"99","43","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","752.2","0.7522","1","m34"
"99","44","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","1909.8","1.9098","0","f15"
"99","45","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","679.2","0.6792","1","m34"
"99","46","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1356.4","1.3564","1","f27"
"99","47","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1080.4","1.0804","1","f27"
"99","48","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1057.8","1.0578","1","f18"
"99","49","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","2084.3","2.0843","1","m33"
"99","50","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1153.6","1.1536","1","f18"
"99","51","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","right","540.3","0.5403","0","m35"
"99","52","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","544.2","0.5442","1","m34"
"99","53","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","right","1039","1.039","0","f27"
"99","54","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","1571.5","1.5715","1","m38"
"99","55","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","634.3","0.6343","1","m38"
"99","56","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","1072.9","1.0729","1","m35"
"99","57","Me","self-matching","Nonmatching","Self","Self","Self","User","Self","Self","right","1249.1","1.2491","1","f4"
"99","58","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","584.9","0.5849","1","f4"
"99","59","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","515.2","0.5152","1","f4"
"99","60","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1056.1","1.0561","1","m33"
"99","61","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","611.5","0.6115","1","m34"
"99","62","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","367.3","0.3673","1","f15"
"99","63","Me","self-matching","Matching","Self","Self","Self","User","Self","Self","right","759.6","0.7596","1","f27"
"99","64","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","right","1244.3","1.2443","0","f15"
"100","1","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","1658.4","1.6584","1","f27"
"100","2","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","left","2297.7","2.2977","0","m33"
"100","3","Me","self-matching","Nonmatching","Self","Self","Self","Other","Stranger","Stranger","left","699.7","0.6997","1","m33"
"100","4","Me","self-matching","Matching","Self","Self","Self","Other","Stranger","Stranger","left","1468.8","1.4688","1","f27"
"100","5","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","928.5","0.9285","1","f18"
"100","6","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","860.2","0.8602","1","m33"
"100","7","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Other","Stranger","Stranger","right","586.4","0.5864","1","f27"
"100","8","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","User","Self","Self","left","615.9","0.6159","1","m34"
"100","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","right","1615.2","1.6152","0","m34"
"100","10","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","User","Self","Self","left","1234.6","1.2346","1","f18"
