"Subject","Block","Trial","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","Response","RT_ms","RT_sec","ACC"
"p3","2","59","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","607.942199916579","0.607942199916579","0"
"p3","2","60","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","803.878200007603","0.803878200007603","1"
"p3","2","61","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","671.665500034578","0.671665500034578","0"
"p3","2","62","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","848.901699995622","0.848901699995622","1"
"p3","2","63","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","842.508399975486","0.842508399975486","1"
"p3","2","64","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","885.155500029214","0.885155500029214","1"
"p3","2","65","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","718.244399991818","0.718244399991818","1"
"p3","2","66","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","350.306799984537","0.350306799984537","1"
"p3","2","67","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","525.043300003745","0.525043300003745","0"
"p3","2","68","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","916.491099982522","0.916491099982522","1"
"p3","2","69","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","556.183799984865","0.556183799984865","0"
"p3","2","70","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","913.606399903074","0.913606399903074","1"
"p3","2","71","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","840.589500032365","0.840589500032365","1"
"p3","2","72","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","819.030400016345","0.819030400016345","0"
"p3","2","73","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","m","1485.60700006783","1.48560700006783","0"
"p3","2","74","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","718.246200005524","0.718246200005524","1"
"p3","2","75","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","781.462499988265","0.781462499988265","1"
"p3","2","76","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","970.777599955909","0.970777599955909","0"
"p3","2","77","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","751.825100043789","0.751825100043789","0"
"p3","2","78","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","622.277799993753","0.622277799993753","1"
"p3","2","79","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","881.562799913809","0.881562799913809","1"
"p3","2","80","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","m","746.757299988531","0.746757299988531","0"
"p3","2","81","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","889.546899939887","0.889546899939887","1"
"p3","2","82","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","1169.70970004331","1.16970970004331","1"
"p3","2","83","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1022.62160007376","1.02262160007376","0"
"p3","2","84","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","560.973000014201","0.560973000014201","0"
"p3","2","85","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","646.938499994576","0.646938499994576","1"
"p3","2","86","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","521.535400068387","0.521535400068387","1"
"p3","2","87","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","897.101699956693","0.897101699956693","1"
"p3","2","88","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","761.534500052221","0.761534500052221","1"
"p3","2","89","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","727.387099992484","0.727387099992484","0"
"p3","2","90","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","838.455399964005","0.838455399964005","0"
"p3","2","91","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","784.374300041236","0.784374300041236","0"
"p3","2","92","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","493.521900032647","0.493521900032647","0"
"p3","2","93","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","725.70569999516","0.72570569999516","0"
"p3","2","94","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","981.473400024697","0.981473400024697","1"
"p3","2","95","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","698.524200008251","0.698524200008251","0"
"p3","2","96","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","571.145699941553","0.571145699941553","1"
"p3","2","97","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","832.493299967609","0.832493299967609","1"
"p3","2","98","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","875.708699924871","0.875708699924871","1"
"p3","2","99","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","740.835999953561","0.740835999953561","1"
"p3","2","100","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","658.758100005798","0.658758100005798","1"
"p3","2","101","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","531.89849993214","0.53189849993214","1"
"p3","2","102","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","683.282100013457","0.683282100013457","1"
"p3","2","103","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","732.51490003895","0.73251490003895","1"
"p3","2","104","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","c","507.820499944501","0.507820499944501","0"
"p3","2","105","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","740.570700028911","0.740570700028911","0"
"p3","2","106","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","771.075399941765","0.771075399941765","0"
"p3","2","107","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","1039.54310005065","1.03954310005065","0"
"p3","2","108","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","752.656600088812","0.752656600088812","1"
"p3","2","109","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","687.128500081599","0.687128500081599","0"
"p3","2","110","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","767.640099977143","0.767640099977143","0"
"p3","2","111","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1277.69220003393","1.27769220003393","1"
"p3","2","112","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","678.44549997244","0.67844549997244","0"
"p3","2","113","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","727.067400002852","0.727067400002852","0"
"p3","2","114","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","774.189900024794","0.774189900024794","1"
"p3","2","115","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","883.439600002021","0.883439600002021","1"
"p3","2","116","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","636.466199997813","0.636466199997813","0"
"p3","2","117","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","719.231600058265","0.719231600058265","1"
"p3","2","118","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","606.738500064239","0.606738500064239","1"
"p3","2","119","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","594.405799987726","0.594405799987726","1"
"p3","2","120","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","630.972299957648","0.630972299957648","1"
"p3","3","1","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","969.512499985285","0.969512499985285","1"
"p3","3","2","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","1310.38269994315","1.31038269994315","1"
"p3","3","3","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","549.936599913053","0.549936599913053","0"
"p3","3","4","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","620.717099984176","0.620717099984176","1"
"p3","3","5","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","511.265899986029","0.511265899986029","1"
"p3","3","6","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","823.251199908555","0.823251199908555","1"
"p3","3","7","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1154.58610001951","1.15458610001951","1"
"p3","3","8","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","c","1104.18460005894","1.10418460005894","0"
"p3","3","9","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","831.671499996446","0.831671499996446","0"
"p3","3","10","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","m","1114.81169995386","1.11481169995386","1"
"p3","3","11","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","890.461000031792","0.890461000031792","1"
"p3","3","12","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","m","803.039400023408","0.803039400023408","1"
"p3","3","13","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","c","638.776999898255","0.638776999898255","0"
"p3","3","14","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","609.432199969888","0.609432199969888","1"
"p3","3","15","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","1061.18109996896","1.06118109996896","1"
"p3","3","16","Friend","self-matching","Matching","Friend","Friend","Close","Friend","Friend","Close","c","662.454799981788","0.662454799981788","1"
"p3","3","17","You","self-matching","Matching","NA","NA","NA","Self","Self","Self","c","872.201299993321","0.872201299993321","1"
"p3","3","18","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","m","753.40650009457","0.75340650009457","1"
"p3","3","19","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","m","639.62619996164","0.63962619996164","0"
"p3","3","20","You","self-matching","Nonmatching","NA","NA","NA","Friend","Friend","Close","m","1057.86219995935","1.05786219995935","1"
"p3","3","21","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","787.651100079529","0.787651100079529","0"
"p3","3","22","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Self","Self","Self","c","1008.11399996746","1.00811399996746","0"
"p3","3","23","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","1138.90039990656","1.13890039990656","1"
"p3","3","24","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","1168.66269998718","1.16866269998718","1"
"p3","3","25","Friend","self-matching","Nonmatching","Friend","Friend","Close","Stranger","Stranger","Stranger","m","765.580100007355","0.765580100007355","1"
"p3","3","26","Stranger","self-matching","Nonmatching","Stranger","Stranger","Stranger","Friend","Friend","Close","m","843.487000092864","0.843487000092864","1"
"p3","3","27","You","self-matching","Nonmatching","NA","NA","NA","Stranger","Stranger","Stranger","c","742.618700023741","0.742618700023741","0"
"p3","3","28","Stranger","self-matching","Matching","Stranger","Stranger","Stranger","Stranger","Stranger","Stranger","c","996.560799889266","0.996560799889266","1"
"p3","3","29","Friend","self-matching","Nonmatching","Friend","Friend","Close","Self","Self","Self","c","696.816700045019","0.696816700045019","0"
