"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"158480856","59","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","377","0.377","1"
"158480856","60","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","423","0.423","1"
"158480856","1","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","377","0.377","1"
"158480856","2","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","346","0.346","1"
"158480856","3","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","338","0.338","1"
"158480856","4","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","353","0.353","1"
"158480856","5","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","299","0.299","1"
"158480856","6","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","263","0.263","1"
"158480856","7","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","276","0.276","1"
"158480856","8","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","299","0.299","1"
"158480856","9","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","224","0.224","0"
"158480856","10","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","498","0.498","1"
"158480856","11","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","412","0.412","1"
"158480856","12","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","400","0.4","1"
"158480856","13","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","335","0.335","1"
"158480856","14","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","367","0.367","1"
"158480856","15","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","316","0.316","1"
"158480856","16","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","353","0.353","1"
"158480856","17","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","401","0.401","1"
"158480856","18","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","386","0.386","1"
"158480856","19","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","339","0.339","1"
"158480856","20","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","455","0.455","1"
"158480856","21","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","330","0.33","1"
"158480856","22","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","333","0.333","1"
"158480856","23","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","392","0.392","1"
"158480856","24","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","317","0.317","1"
"158480856","25","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","236","0.236","1"
"158480856","26","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","367","0.367","1"
"158480856","27","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","837","0.837","1"
"158480856","28","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","275","0.275","1"
"158480856","29","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","374","0.374","1"
"158480856","30","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","384","0.384","1"
"158480856","31","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","378","0.378","1"
"158480856","32","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","356","0.356","1"
"158480856","33","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","313","0.313","1"
"158480856","34","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","333","0.333","1"
"158480856","35","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","383","0.383","1"
"158480856","36","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","338","0.338","1"
"158480856","37","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","392","0.392","1"
"158480856","38","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","259","0.259","1"
"158480856","39","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","329","0.329","1"
"158480856","40","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","228","0.228","1"
"158480856","41","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","270","0.27","1"
"158480856","42","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","294","0.294","1"
"158480856","43","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","330","0.33","1"
"158480856","44","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","362","0.362","1"
"158480856","45","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","357","0.357","1"
"158480856","46","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","273","0.273","1"
"158480856","47","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","442","0.442","1"
"158480856","48","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","356","0.356","1"
"158480856","49","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","392","0.392","1"
"158480856","50","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","251","0.251","1"
"158480856","51","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","349","0.349","0"
"158480856","52","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","331","0.331","0"
"158480856","53","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","436","0.436","1"
"158480856","54","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","400","0.4","1"
"158480856","55","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","297","0.297","1"
"158480856","56","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","352","0.352","1"
"158480856","57","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","blocked","371","0.371","1"
"158480856","58","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","284","0.284","1"
"158480856","59","self","self","self-matching","Matching","self","self","Self","self","self","Self","blocked","321","0.321","1"
"158480856","60","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","blocked","389","0.389","1"
"158480856","1","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","342","0.342","1"
"158480856","2","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","310","0.31","1"
"158480856","3","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","416","0.416","1"
"158480856","4","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","416","0.416","1"
"158480856","5","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","317","0.317","1"
"158480856","6","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","352","0.352","1"
"158480856","7","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","blocked","400","0.4","1"
"158480856","8","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","424","0.424","1"
"158480856","9","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","blocked","447","0.447","1"
"158480856","10","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","blocked","436","0.436","1"
