Subject,Group,Task,Matching,Shape,Shape_Origin_Identity,Shape_English_Identity,Shape_Standardized_Identity,Label,Label_Origin_Identity,Label_English_Identity,Label_Standardized_Identity,Response,RT_ms,RT_sec,ACC
19,true self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,1,412.205400003586,0.412205400003586,1
19,true self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,627.421899989713,0.627421899989713,0
19,true self task,self-matching,Matching,missing,friend,friend,Close,missing,friend,friend,Close,0,475.397200003499,0.475397200003499,0
19,true self task,self-matching,Matching,missing,stranger,stranger,Stranger,missing,stranger,stranger,Stranger,0,366.669000010006,0.366669000010006,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,460.318700002972,0.460318700002972,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,526.382000010926,0.526382000010926,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,630.742900015321,0.630742900015321,0
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,780.709100014064,0.780709100014064,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,615.303599974141,0.615303599974141,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,582.868899975438,0.582868899975438,0
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,538.759500021115,0.538759500021115,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,585.21509997081,0.58521509997081,0
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,782.575799967162,0.782575799967162,0
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,844.690599944443,0.844690599944443,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,917.621900036465,0.917621900036465,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,565.512599947397,0.565512599947397,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,637.105699977838,0.637105699977838,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,515.574799966998,0.515574799966998,0
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,646.15970000159,0.64615970000159,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,652.375800011214,0.652375800011214,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,502.375400043093,0.502375400043093,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,562.905800004955,0.562905800004955,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,633.712199982256,0.633712199982256,0
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,732.088799995836,0.732088799995836,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,666.587200015783,0.666587200015783,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,517.40129996324,0.51740129996324,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,540.556600026321,0.540556600026321,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,612.744099984411,0.612744099984411,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,625.020299979951,0.625020299979951,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,742.281400016509,0.742281400016509,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,492.490099975839,0.492490099975839,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,581.373499997426,0.581373499997426,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,466.260700020939,0.466260700020939,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,603.727499954402,0.603727499954402,0
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,577.151999983471,0.577151999983471,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,507.382899988443,0.507382899988443,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,423.779600008857,0.423779600008857,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,378.857999981847,0.378857999981847,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,422.653299989179,0.422653299989179,0
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,912.305300007574,0.912305300007574,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,897.952099971008,0.897952099971008,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,507.829200010747,0.507829200010747,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,722.701299993787,0.722701299993787,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,603.692500037141,0.603692500037141,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,677.415399986785,0.677415399986785,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,556.138699990697,0.556138699990697,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,638.024499989115,0.638024499989115,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,523.541699978523,0.523541699978523,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,715.973399986979,0.715973399986979,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,819.336300017312,0.819336300017312,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,729.526899987832,0.729526899987832,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,440.0407000212,0.4400407000212,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,633.725800027605,0.633725800027605,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,687.140900001395,0.687140900001395,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,661.77400003653,0.66177400003653,0
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,835.831899952609,0.835831899952609,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,769.895599980373,0.769895599980373,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,636.12609996926,0.63612609996926,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,522.294899972621,0.522294899972621,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,1,484.631299972534,0.484631299972534,0
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,529.444199986756,0.529444199986756,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,1020.23840002948,1.02023840002948,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,1,726.630499993917,0.726630499993917,0
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,557.853799953591,0.557853799953591,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,555.093500006478,0.555093500006478,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,512.943300011102,0.512943300011102,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,496.840599982534,0.496840599982534,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,631.795699999202,0.631795699999202,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,715.409199998248,0.715409199998248,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,549.370100023225,0.549370100023225,1
21,true self task,self-matching,Nonmatching,missing,stranger,stranger,Stranger,missing,missing,missing,missing,0,428.490300022531,0.428490300022531,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,0,753.860700002406,0.753860700002406,1
21,true self task,self-matching,Nonmatching,missing,true self,true self,Self,missing,missing,missing,missing,0,982.684299990069,0.982684299990069,1
21,true self task,self-matching,Nonmatching,missing,friend,friend,Close,missing,missing,missing,missing,1,496.147600002587,0.496147600002587,0
