"Subject","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","298","0.298","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","270","0.27","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","393","0.393","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","281","0.281","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","514","0.514","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","229","0.229","1"
"922667222","self","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","self","self","Self","mixed","300","0.3","0"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","349","0.349","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","339","0.339","1"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","556","0.556","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","373","0.373","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","518","0.518","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","223","0.223","0"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","631","0.631","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","974","0.974","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","582","0.582","0"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","923","0.923","1"
"922667222","friend","stranger","self-matching","Nonmatching","stranger","stranger","Stranger","friend","friend","Close","mixed","897","0.897","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","mixed","656","0.656","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","707","0.707","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","596","0.596","1"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","883","0.883","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","584","0.584","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","mixed","363","0.363","0"
"922667222","self","friend","self-matching","Nonmatching","friend","friend","Close","self","self","Self","mixed","398","0.398","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","mixed","877","0.877","1"
"922667222","friend","self","self-matching","Nonmatching","self","self","Self","friend","friend","Close","mixed","823","0.823","1"
"922667222","self","self","self-matching","Matching","self","self","Self","self","self","Self","mixed","277","0.277","0"
"922667222","friend","friend","self-matching","Matching","friend","friend","Close","friend","friend","Close","mixed","219","0.219","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","578","0.578","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","314","0.314","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","202","0.202","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","283","0.283","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","248","0.248","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","748","0.748","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","671","0.671","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","585","0.585","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","607","0.607","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1082","1.082","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","599","0.599","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","991","0.991","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","795","0.795","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","515","0.515","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","390","0.39","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","252","0.252","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","541","0.541","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","239","0.239","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","205","0.205","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","298","0.298","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","257","0.257","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","248","0.248","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","377","0.377","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","214","0.214","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","232","0.232","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","281","0.281","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","302","0.302","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","679","0.679","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","723","0.723","1"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","1205","1.205","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","791","0.791","0"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","389","0.389","0"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","234","0.234","1"
"922667222","stranger","self","self-matching","Nonmatching","self","self","Self","stranger","stranger","Stranger","blocked","692","0.692","1"
"922667222","stranger","stranger","self-matching","Matching","stranger","stranger","Stranger","stranger","stranger","Stranger","blocked","1100","1.1","0"
"922667222","stranger","friend","self-matching","Nonmatching","friend","friend","Close","stranger","stranger","Stranger","blocked","875","0.875","0"
