"Subject","Trial","Shape","Label","Task","Matching","Label_Origin_Identity","Label_English_Identity","Label_Standardized_Identity","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","RT_ms","RT_sec","ACC"
"21","36","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","662","0.662","1"
"21","37","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","839","0.839","1"
"21","38","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","626","0.626","1"
"21","39","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","887","0.887","1"
"21","40","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","528","0.528","1"
"21","41","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","703","0.703","1"
"21","42","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","643","0.643","1"
"21","43","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","365","0.365","1"
"21","44","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","527","0.527","0"
"21","45","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","595","0.595","1"
"21","46","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","852","0.852","1"
"21","47","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","675","0.675","1"
"21","48","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","472","0.472","1"
"21","49","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","536","0.536","1"
"21","50","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","700","0.7","1"
"21","51","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","718","0.718","1"
"21","52","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","670","0.67","1"
"21","53","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","572","0.572","0"
"21","54","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","591","0.591","1"
"21","55","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","485","0.485","1"
"21","56","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","763","0.763","1"
"21","57","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","798","0.798","1"
"21","58","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","750","0.75","1"
"21","59","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","956","0.956","1"
"21","60","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","632","0.632","1"
"21","61","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","847","0.847","1"
"21","62","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","615","0.615","1"
"21","63","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1143","1.143","1"
"21","64","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","730","0.73","1"
"21","65","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","946","0.946","1"
"21","66","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","467","0.467","1"
"21","67","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","610","0.61","1"
"21","68","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","701","0.701","1"
"21","69","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","816","0.816","1"
"21","70","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","446","0.446","1"
"21","71","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","616","0.616","1"
"21","72","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","546","0.546","0"
"21","73","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","703","0.703","1"
"21","74","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","731","0.731","1"
"21","75","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1008","1.008","1"
"21","76","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","891","0.891","1"
"21","77","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","673","0.673","1"
"21","78","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","818","0.818","1"
"21","79","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","729","0.729","1"
"21","80","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","825","0.825","1"
"21","81","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1197","1.197","1"
"21","82","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","707","0.707","1"
"21","83","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1176","1.176","1"
"21","84","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","877","0.877","1"
"21","85","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1160","1.16","1"
"21","86","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","902","0.902","1"
"21","87","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","660","0.66","1"
"21","88","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","675","0.675","1"
"21","89","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","488","0.488","1"
"21","90","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1073","1.073","1"
"21","91","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1119","1.119","1"
"21","92","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","869","0.869","1"
"21","93","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","954","0.954","1"
"21","94","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","773","0.773","1"
"21","95","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","484","0.484","0"
"21","96","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","493","0.493","1"
"21","97","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","662","0.662","1"
"21","98","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","698","0.698","1"
"21","99","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","649","0.649","1"
"21","100","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","613","0.613","1"
"21","101","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1058","1.058","1"
"21","102","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","785","0.785","1"
"21","103","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","691","0.691","1"
"21","104","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","616","0.616","1"
"21","105","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","769","0.769","1"
"21","106","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","647","0.647","1"
"21","107","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1092","1.092","1"
"21","108","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","898","0.898","1"
"21","109","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","777","0.777","0"
"21","110","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1040","1.04","1"
"21","111","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","753","0.753","1"
"21","112","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1114","1.114","1"
"21","113","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","755","0.755","1"
"21","114","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","669","0.669","1"
"21","115","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","1092","1.092","1"
"21","116","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","1035","1.035","1"
"21","117","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","471","0.471","1"
"21","118","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","757","0.757","0"
"21","119","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","730","0.73","1"
"21","120","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","634","0.634","1"
"21","121","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","647","0.647","1"
"21","122","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","580","0.58","1"
"21","123","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","629","0.629","1"
"21","124","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","719","0.719","1"
"21","125","Kreis.png","Ich","self-matching","Matching","Ich","Self","Self","Fremder","Stranger","Stranger","589","0.589","1"
"21","126","Dreieck.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Ich","Self","Self","778","0.778","1"
"21","127","Dreieck.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Ich","Self","Self","621","0.621","1"
"21","128","Kreis.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1091","1.091","1"
"22","1","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1208","1.208","1"
"22","2","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","702","0.702","1"
"22","3","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2054","2.054","1"
"22","4","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1305","1.305","1"
"22","5","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","687","0.687","0"
"22","6","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","2392","2.392","1"
"22","7","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","2368","2.368","0"
"22","8","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","607","0.607","1"
"22","9","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","781","0.781","1"
"22","10","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1017","1.017","1"
"22","11","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","822","0.822","1"
"22","12","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1141","1.141","1"
"22","13","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","2272","2.272","1"
"22","14","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","658","0.658","1"
"22","15","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1442","1.442","1"
"22","16","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1037","1.037","1"
"22","17","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1073","1.073","1"
"22","18","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","402","0.402","1"
"22","19","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1944","1.944","1"
"22","20","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","953","0.953","1"
"22","21","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1301","1.301","1"
"22","22","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1252","1.252","1"
"22","23","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","1799","1.799","1"
"22","24","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","587","0.587","1"
"22","25","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","1160","1.16","1"
"22","26","Kreis.png","Ich","self-matching","Nonmatching","Ich","Self","Self","Fremder","Stranger","Stranger","604","0.604","1"
"22","27","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1999","1.999","1"
"22","28","Kreis.png","Fremder","self-matching","Matching","Fremder","Stranger","Stranger","Fremder","Stranger","Stranger","1461","1.461","1"
"22","29","Dreieck.png","Ich","self-matching","Matching","Ich","Self","Self","Ich","Self","Self","632","0.632","1"
"22","30","Dreieck.png","Fremder","self-matching","Nonmatching","Fremder","Stranger","Stranger","Ich","Self","Self","1566","1.566","1"
