"Subject","Condition","Task","Matching","Shape_Origin_Identity","Shape_English_Identity","Shape_Standardized_Identity","extraIV1","RT_ms","RT_sec","ACC","Arouse","Valence"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","425","0.425","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","500","0.5","0","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","339","0.339","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","566","0.566","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","452","0.452","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","679","0.679","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","390","0.39","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","528","0.528","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","779","0.779","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","575","0.575","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","634","0.634","0","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","609","0.609","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","482","0.482","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","466","0.466","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","642","0.642","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","577","0.577","1","7","4"
"36","S4","self-matching","Matching","Self","Self","Self","anxious","480","0.48","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","476","0.476","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","578","0.578","0","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","457","0.457","0","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","665","0.665","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","541","0.541","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","514","0.514","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","411","0.411","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","435","0.435","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","394","0.394","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","344","0.344","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","339","0.339","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","365","0.365","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","520","0.52","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","427","0.427","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","557","0.557","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","366","0.366","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","395","0.395","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","458","0.458","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","550","0.55","0","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","464","0.464","1","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","468","0.468","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","605","0.605","0","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","422","0.422","1","7","4"
"36","S4","self-matching","Nonmatching","Stranger","Stranger","Stranger","anxious","483","0.483","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","507","0.507","1","7","4"
"36","S4","self-matching","Matching","Stranger","Stranger","Stranger","anxious","377","0.377","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","467","0.467","1","7","4"
"36","S4","self-matching","Matching","Familiar","Familiar","Celebrity","anxious","694","0.694","0","7","4"
"36","S4","self-matching","Nonmatching","Familiar","Familiar","Celebrity","anxious","528","0.528","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","496","0.496","1","7","4"
"36","S4","self-matching","Nonmatching","Self","Self","Self","anxious","683","0.683","1","7","4"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","506","0.506","0","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","557","0.557","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","514","0.514","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","454","0.454","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","533","0.533","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","574","0.574","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","514","0.514","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","664","0.664","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","457","0.457","0","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","587","0.587","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","462","0.462","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","673","0.673","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","866","0.866","0","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","415","0.415","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","560","0.56","0","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","706","0.706","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","847","0.847","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","754","0.754","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","758","0.758","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","439","0.439","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","545","0.545","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","620","0.62","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","768","0.768","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","457","0.457","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","576","0.576","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","482","0.482","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","486","0.486","0","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","687","0.687","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","522","0.522","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","974","0.974","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","422","0.422","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","747","0.747","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","597","0.597","0","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","384","0.384","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","453","0.453","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","652","0.652","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","563","0.563","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","681","0.681","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","744","0.744","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","562","0.562","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","729","0.729","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","432","0.432","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","563","0.563","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","539","0.539","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","749","0.749","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","622","0.622","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","614","0.614","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","450","0.45","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","644","0.644","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","620","0.62","1","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","878","0.878","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","558","0.558","0","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","797","0.797","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","668","0.668","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","875","0.875","0","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","362","0.362","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","450","0.45","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","495","0.495","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","653","0.653","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","561","0.561","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","808","0.808","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","577","0.577","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","725","0.725","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","631","0.631","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","762","0.762","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","516","0.516","0","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","473","0.473","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","517","0.517","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","591","0.591","0","5","6"
"36","S1","self-matching","Nonmatching","Self","Self","Self","serenity","514","0.514","0","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","406","0.406","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","522","0.522","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","477","0.477","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","893","0.893","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","701","0.701","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","567","0.567","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","950","0.95","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","535","0.535","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","389","0.389","1","5","6"
"36","S1","self-matching","Matching","Familiar","Familiar","Celebrity","serenity","505","0.505","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","697","0.697","1","5","6"
"36","S1","self-matching","Nonmatching","Familiar","Familiar","Celebrity","serenity","533","0.533","1","5","6"
"36","S1","self-matching","Matching","Stranger","Stranger","Stranger","serenity","634","0.634","1","5","6"
"36","S1","self-matching","Nonmatching","Stranger","Stranger","Stranger","serenity","607","0.607","1","5","6"
"36","S1","self-matching","Matching","Self","Self","Self","serenity","520","0.52","1","5","6"
